code,name
002636,金安国纪
002639,雪人集团
002643,万润股份
002645,华宏科技
002647,仁东控股
002648,卫星化学
002653,海思科
002654,万润科技
002655,共达电声
002668,TCL智家
002670,国盛证券
002673,西部证券
002675,东诚药业
002681,奋达科技
002683,广东宏大
002690,美亚光电
002698,博实股份
002701,奥瑞金
002703,浙江世宝
002705,新宝股份
002706,良信股份
002709,天赐材料
002714,牧原股份
002716,湖南白银
002718,友邦吊顶
002730,电光科技
002733,雄韬股份
002736,国信证券
002738,中矿资源
002739,儒意电影
002741,光华科技
002745,木林森
002747,埃斯顿
002755,奥赛康
002756,永兴材料
002759,天际股份
002761,浙江建投
002768,国恩股份
002773,康弘药业
002779,中坚科技
002782,可立克
002785,万里石
002792,通宇通讯
002796,世嘉科技
002797,第一创业
002807,江阴银行
002812,恩捷股份
002815,崇达技术
002821,凯莱英
002831,裕同科技
002832,比音勒芬
002837,英维克
002838,道恩股份
002839,张家港行
002841,视源股份
002842,翔鹭钨业
002847,盐津铺子
002850,科达利
002851,麦格米特
002859,洁美科技
002865,钧达股份
002867,周大生
002881,美格智能
002885,京泉华
002895,川恒股份
002896,中大力德
002897,意华股份
002901,大博医疗
002906,华阳集团
002911,佛燃能源
002913,奥士康
002916,深南电路
002920,德赛西威
002922,伊戈尔
002925,盈趣科技
002926,华西证券
002929,润建股份
002931,锋龙股份
002936,郑州银行
002938,鹏鼎控股
002939,长城证券
002943,宇晶股份
002945,华林证券
002946,新乳业
002947,恒铭达
002948,青岛银行
002957,科瑞技术
002958,青农商行
002961,瑞达期货
002966,苏州银行
002967,广电计量
002969,嘉美包装
002970,锐明技术
002975,博杰股份
002978,安宁股份
002979,雷赛智能
002980,华盛昌
002984,森麒麟
002985,北摩高科
002987,京北方
002990,盛视科技
002993,奥海科技
003018,金富科技
003021,兆威机电
003022,联泓新科
003031,中瓷电子
003035,南网能源
003036,泰坦股份
003816,中国广核
300001,特锐德
300002,神州泰岳
300003,乐普医疗
300005,探路者
300007,汉威科技
300008,天海防务
300009,安科生物
300012,华测检测
300014,亿纬锂能
300015,爱尔眼科
300017,网宿科技
300024,机器人
300031,宝通科技
300033,同花顺
300034,钢研高纳
300035,中科电气
300037,新宙邦
300042,朗科科技
300045,华力创通
300049,福瑞医科
300053,航宇微
300054,鼎龙股份
300058,蓝色光标
300059,东方财富
300065,海兰信
300070,碧水源
300073,当升科技
300077,国民技术
300083,创世纪
300085,银之杰
300088,长信科技
300100,双林股份
300101,振芯科技
300102,乾照光电
300113,顺网科技
300115,长盈精密
300118,东方日升
300122,智飞生物
300124,汇川技术
300129,泰胜风能
300130,新国都
300131,英唐智控
300133,华策影视
300136,信维通信
300137,先河环保
300139,晓程科技
300140,节能环境
300142,沃森生物
300144,宋城演艺
300146,汤臣倍健
300151,昌红科技
300166,东方国信
300170,汉得信息
300179,四方达
300182,捷成股份
300184,力源信息
300185,通裕重工
300191,潜能恒信
300199,翰宇药业
300201,海伦哲
300204,舒泰神
300207,欣旺达
300209,行云科技
300222,科大智能
300223,北京君正
300224,正海磁材
300229,拓尔思
300236,上海新阳
300244,迪安诊断
300251,光线传媒
300253,卫宁健康
300255,常山药业
300257,开山股份
300260,新莱应材
300263,隆华科技
300274,阳光电源
300276,三丰智能
300277,汽轮科技
300285,国瓷材料
300296,利亚德
300302,同有科技
300303,聚飞光电
300304,云意电气
300308,中际旭创
300315,掌趣科技
300316,晶盛机电
300319,麦捷科技
300322,硕贝德
300323,华灿光电
300327,中颖电子
300328,宜安科技
300331,苏大维格
300337,银邦股份
300339,润和软件
300342,天银机电
300346,南大光电
300347,泰格医药
300353,东土科技
300357,我武生物
300364,中文在线
300373,扬杰科技
300376,易事特
300377,赢时胜
300378,鼎捷数智
300382,斯莱克
300383,光环新网
300390,天华新能
300393,中来股份
300394,天孚通信
300395,菲利华
300398,飞凯材料
300408,三环集团
300409,道氏技术
300413,芒果超媒
300415,伊之密
300418,昆仑万维
300428,立中集团
300432,富临精工
300433,蓝思科技
300436,广生堂
300438,鹏辉能源
300442,润泽科技
300444,双杰电气
300446,航天智造
300450,先导智能
300454,深信服
300455,航天智装
300456,赛微电子
300457,赢合科技
300458,全志科技
300459,汤姆猫
300468,四方精创
300469,信息发展
300474,景嘉微
300475,香农芯创
300476,胜宏科技
300480,光力科技
300487,蓝晓科技
300489,光智科技
300496,中科创达
300498,温氏股份
300499,高澜股份
300502,新易盛
300503,昊志机电
300520,科大国创
300529,健帆生物
300548,长芯博创
300558,贝达药业
300567,精测电子
300568,星源材质
300570,太辰光
300573,兴齐眼药
300576,容大感光
300580,贝斯特
300593,新雷能
300595,欧普康视
300596,利安隆
300601,康泰生物
300602,飞荣达
300604,长川科技
300607,拓斯达
300613,富瀚微
300617,安靠智电
300618,寒锐钴业
300620,光库科技
300623,捷捷微电
300624,万兴科技
300627,华测导航
300628,亿联网络
300634,彩讯股份
300638,广和通
300655,晶瑞电材
300657,弘信电子
300660,江苏雷利
300661,圣邦股份
300666,江丰电子
300671,富满微
300672,国科微
300674,宇信科技
300676,华大基因
300677,英科医疗
300679,电连技术
300682,朗新科技
300684,中石科技
300687,赛意信息
300693,盛弘股份
300699,光威复材
300718,长盛轴承
300720,海川智能
300723,一品红
300724,捷佳伟创
300726,宏达电子
300731,科创新源
300735,光弘科技
300738,奥飞数据
300739,明阳电路
300747,锐科激光
300748,金力永磁
300750,宁德时代
300751,迈为股份
300757,罗博特科
300759,康龙化成
300760,迈瑞医疗
300761,立华股份
300762,上海瀚讯
300763,锦浪科技
300765,新诺威
300768,迪普科技
300769,德方纳米
300772,运达股份
300773,拉卡拉
300775,三角防务
300776,帝尔激光
300777,中简科技
300779,惠城环保
300782,卓胜微
300790,宇瞳光学
300803,指南针
300806,斯迪克
300811,铂科新材
300814,中富电路
300819,聚杰微纤
300820,英杰电气
300821,东岳硅材
300827,上能电气
300832,新产业
300835,龙磁科技
300842,帝科股份
300843,胜蓝股份
300846,首都在线
300850,新强联
300855,图南股份
300857,协创数据
300861,美畅股份
300863,卡倍亿
300866,安克创新
300868,杰美特
300870,欧陆通
300888,稳健医疗
300893,松原安全
300896,爱美客
300900,广联航空
300903,科翔股份
300905,宝丽迪
300910,瑞丰新材
300913,兆龙互连
300919,中伟新材
300938,信测标准
300953,震裕科技
300957,贝泰妮
300959,线上线下
300969,恒帅股份
300972,万辰集团
300975,商络电子
300976,达瑞电子
300979,华利集团
300990,同飞股份
300999,金龙鱼
301005,超捷股份
301013,利和兴
301015,百洋医药
301018,申菱环境
301021,英诺激光
301029,怡合达
301031,中熔电气
301035,润丰股份
301039,中集车辆
301050,雷电微力
301061,匠心家居
301071,力量钻石
301078,孩子王
301086,鸿富瀚
301087,可孚医疗
301090,华润材料
301093,华兰股份
301095,广立微
301109,军信股份
301123,奕东电子
301127,武汉天源
301128,强瑞技术
301150,中一科技
301155,海力风电
301165,锐捷网络
301171,易点天下
301177,迪阿股份
301183,东田微
301188,力诺药包
301189,奥尼电子
301191,菲菱科思
301196,唯科科技
301200,大族数控
301205,联特科技
301207,华兰疫苗
301216,万凯新材
301217,铜冠铜箔
301219,腾远钴业
301225,恒勃股份
301232,飞沃科技
301236,软通动力
301238,瑞泰新材
301246,宏源药业
301248,杰创智能
301263,泰恩康
301267,华厦眼科
301269,华大九天
301275,汉朔科技
301285,鸿日达
301286,侨源股份
301291,明阳电气
301292,海科新源
301293,三博脑科
301297,富乐德
301301,川宁生物
301306,西测测试
301307,美利信
301308,江波龙
301312,智立方
301316,慧博云通
301317,鑫磊股份
301319,唯特偶
301326,捷邦科技
301338,凯格精机
301345,涛涛车业
301358,湖南裕能
301362,民爆光电
301363,美好医疗
301369,联动科技
301371,敷尔佳
301373,凌玮科技
301377,鼎泰高科
301382,蜂助手
301387,光大同创
301389,隆扬电子
301392,汇成真空
301396,宏景科技
301413,安培龙
301421,波长光电
301458,钧崴电子
301486,致尚科技
301487,盟固利
301488,豪恩汽电
301489,思泉新材
301498,乖宝宠物
301500,飞南资源
301510,固高科技
301511,德福科技
301522,上大股份
301526,国际复材
301529,福赛科技
301531,春光集团
301536,星宸科技
301550,斯菱智驱
301551,无线传媒
301563,云汉芯城
301566,达利凯普
301571,国科天成
301589,诺瓦星云
301599,理奇智能
301600,慧翰股份
301603,乔锋智能
301606,绿联科技
301611,珂玛科技
301626,苏州天脉
301629,矽电股份
301630,同宇新材
301631,壹连科技
301638,南网数字
301656,联合动力
301658,首航新能
301662,宏工科技
301665,泰禾股份
301666,大普微
301667,纳百川
301678,新恒汇
301680,固德电材
301682,宏明电子
301696,三瑞智能
302132,中航成飞
600000,浦发银行
600004,白云机场
600006,东风股份
600007,中国国贸
600008,首创环保
600009,上海机场
600010,包钢股份
600011,华能国际
600012,皖通高速
600015,华夏银行
600016,民生银行
600018,上港集团
600019,宝钢股份
600021,上海电力
600022,山东钢铁
600023,浙能电力
600025,华能水电
600026,中远海能
600027,华电国际
600028,中国石化
600029,南方航空
600030,中信证券
600031,三一重工
600032,浙江新能
600036,招商银行
600037,歌华有线
600038,中直股份
600039,四川路桥
600048,保利发展
600050,中国联通
600056,中国医药
600057,厦门象屿
600058,五矿发展
600060,海信视像
600061,国投资本
600062,华润双鹤
600063,皖维高新
600064,南京高科
600066,宇通客车
600072,中船科技
600085,同仁堂
600089,特变电工
600094,大名城
600095,湘财股份
600096,云天化
600098,广州发展
600100,同方股份
600104,上汽集团
600105,永鼎股份
600109,国金证券
600110,诺德股份
600111,北方稀土
600113,浙江东日
600114,东睦股份
600115,中国东航
600116,三峡水利
600118,中国卫星
600120,浙江东方
600126,杭钢股份
600131,国网信通
600132,重庆啤酒
600141,兴发集团
600143,金发科技
600150,中国船舶
600151,航天机电
600153,建发股份
600155,华创云信
600157,永泰能源
600158,中体产业
600160,巨化股份
600161,天坛生物
600163,中闽能源
600166,福田汽车
600167,联美控股
600170,上海建工
600171,上海贝岭
600172,黄河旋风
600176,XD中国巨
600177,雅戈尔
600179,安通控股
600183,生益科技
600184,光电股份
600185,珠免集团
600186,莲花控股
600188,兖矿能源
600196,复星医药
600198,大唐电信
600201,生物股份
600206,有研新材
600208,衢州发展
600210,紫江企业
600211,西藏药业
600216,浙江医药
600219,南山铝业
600221,海航控股
600226,亨通股份
600233,圆通速递
600236,桂冠电力
600246,万通发展
600248,陕建股份
600256,广汇能源
600258,首旅酒店
600259,中稀有色
600267,海正药业
600268,国电南自
600271,航天信息
600276,XD恒瑞医
600282,南钢股份
600285,羚锐制药
600292,电投水电
600295,鄂尔多斯
600298,安琪酵母
600299,安迪苏
600301,华锡有色
600309,XD万华化
600312,平高电气
600315,上海家化
600316,洪都航空
600320,振华重工
600323,瀚蓝环境
600326,西藏天路
600328,中盐化工
600329,达仁堂
600330,天通股份
600331,宏达股份
600332,白云山
600338,西藏珠峰
600339,中油工程
600343,航天动力
600345,长江通信
600346,恒力石化
600348,华阳股份
600350,山东高速
600352,浙江龙盛
600353,旭光电子
600360,华微电子
600361,创新新材
600362,江西铜业
600363,联创光电
600366,宁波韵升
600367,红星发展
600369,西南证券
600372,中航机载
600373,中文传媒
600376,首开股份
600377,宁沪高速
600378,昊华科技
600380,健康元
600383,金地集团
600388,龙净环保
600389,江山股份
600390,五矿资本
600391,航发科技
600392,盛和资源
600395,盘江股份
600396,华电辽能
600397,江钨装备
600398,海澜之家
600403,大有能源
600406,国电南瑞
600409,三友化工
600410,华胜天成
600415,小商品城
600416,湘电股份
600418,江淮汽车
600420,国药现代
600426,华鲁恒升
600428,中远海特
600435,北方导航
600436,片仔癀
600438,通威股份
600446,金证股份
600452,涪陵电力
600456,宝钛股份
600458,时代新材
600459,贵研铂业
600460,士兰微
600461,洪城环境
600475,华光环能
600478,科力远
600480,凌云股份
600481,双良节能
600482,中国动力
600483,福能股份
600486,扬农化工
600487,亨通光电
600489,中金黄金
600490,鹏欣资源
600497,驰宏锌锗
600498,烽火通信
600499,科达制造
600500,中化国际
600507,方大特钢
600509,天富能源
600511,国药股份
600515,海南机场
600516,方大炭素
600517,国网英大
600518,康美药业
600519,贵州茅台
600521,华海药业
600522,中天科技
600528,中铁工业
600529,山东药玻
600531,豫光金铅
600535,天士力
600536,中国软件
600545,卓郎智能
600546,山煤国际
600547,山东黄金
600548,深高速
600549,厦门钨业
600550,保变电气
600552,凯盛科技
600559,老白干酒
600562,国睿科技
600563,法拉电子
600566,济川药业
600570,恒生电子
600572,康恩贝
600575,淮河能源
600577,精达股份
600578,京能电力
600580,卧龙电驱
600582,天地科技
600583,海油工程
600584,长电科技
600585,海螺水泥
600588,用友网络
600589,大位科技
600590,泰豪科技
600595,中孚实业
600596,新安股份
600598,北大荒
600600,青岛啤酒
600601,方正科技
600602,云赛智联
600606,绿地控股
600611,大众交通
600612,老凤祥
600618,氯碱化工
600619,海立股份
600621,华鑫股份
600623,华谊集团
600629,华建集团
600633,浙数文化
600635,大众公用
600637,东方明珠
600639,浦东金桥
600641,先导基电
600642,申能股份
600648,外高桥
600651,飞乐音响
600655,豫园股份
600660,福耀玻璃
600662,外服控股
600663,陆家嘴
600666,奥瑞德
600667,太极实业
600673,东阳光
600674,川投能源
600675,中华企业
600683,京投发展
600685,中船防务
600686,金龙汽车
600688,上海石化
600690,海尔智家
600699,均胜电子
600702,XD舍得酒
600703,三安光电
600704,物产中大
600707,彩虹股份
600710,苏美达
600711,盛屯矿业
600717,天津港
600720,中交设计
600724,宁波富达
600726,华电能源
600728,佳都科技
600732,爱旭股份
600733,北汽蓝谷
600737,中粮糖业
600739,辽宁成大
600741,华域汽车
600744,华银电力
600750,华润江中
600754,锦江酒店
600755,厦门国贸
600760,XD中航沈
600761,安徽合力
600763,通策医疗
600764,中国海防
600765,中航重机
600773,西藏城投
600775,南京熊猫
600776,东方通信
600779,水井坊
600783,鲁信创投
600787,中储股份
600795,国电电力
600801,华新建材
600803,新奥股份
600808,马钢股份
600809,山西汾酒
600816,建元信托
600820,隧道股份
600821,金开新能
600827,百联股份
600835,上海机电
600839,四川长虹
600845,宝信软件
600848,上海临港
600850,电科数字
600859,王府井
600862,中航高科
600863,华能蒙电
600864,哈投股份
600867,通化东宝
600869,远东股份
600871,石化油服
600872,中炬高新
600873,梅花生物
600875,东方电气
600877,电科芯片
600879,航天电子
600884,杉杉股份
600885,宏发股份
600886,国投电力
600887,伊利股份
600888,新疆众和
600893,航发动力
600895,张江高科
600900,长江电力
600901,江苏金租
600903,贵州燃气
600905,三峡能源
600906,财达证券
600908,无锡银行
600909,华安证券
600916,中国黄金
600918,中泰证券
600919,江苏银行
600925,苏能股份
600926,杭州银行
600927,永安期货
600928,西安银行
600930,华电新能
600933,爱柯迪
600938,中国海油
600941,中国移动
600956,新天绿能
600958,东方证券
600959,江苏有线
600961,株冶集团
600967,内蒙一机
600968,海油发展
600970,中材国际
600977,中国电影
600985,淮北矿业
600986,浙文互联
600988,XD赤峰黄
600989,宝丰能源
600993,马应龙
600995,南网储能
600996,贵广网络
600998,九州通
600999,招商证券
601000,XD唐山港
601001,晋控煤业
601003,柳钢股份
601005,重庆钢铁
601006,大秦铁路
601009,南京银行
601012,隆基绿能
601016,节能风电
601018,宁波港
601019,山东出版
601020,华钰矿业
601021,春秋航空
601022,宁波远洋
601026,道生天合
601033,永兴股份
601038,一拖股份
601058,赛轮轮胎
601059,信达证券
601061,中信金属
601066,中信建投
601068,中铝国际
601069,西部黄金
601077,渝农商行
601083,锦江航运
601088,中国神华
601096,宏盛华源
601098,中南传媒
601099,太平洋
601100,恒立液压
601101,昊华能源
601106,中国一重
601107,四川成渝
601108,财通证券
601111,中国国航
601112,振石股份
601117,中国化学
601118,海南橡胶
601126,XD四方股
601127,赛力斯
601128,常熟银行
601133,柏诚股份
601136,首创证券
601137,博威合金
601138,工业富联
601139,深圳燃气
601155,新城控股
601156,东航物流
601158,重庆水务
601162,天风证券
601163,三角轮胎
601166,兴业银行
601168,西部矿业
601169,北京银行
601179,中国西电
601186,中国铁建
601187,厦门银行
601198,东兴证券
601200,上海环境
601208,东材科技
601211,国泰海通
601212,白银有色
601216,君正集团
601222,林洋能源
601225,陕西煤业
601228,广州港
601229,上海银行
601231,环旭电子
601233,桐昆股份
601236,红塔证券
601238,广汽集团
601288,农业银行
601298,青岛港
601311,骆驼股份
601318,中国平安
601319,中国人保
601326,秦港股份
601328,交通银行
601330,绿色动力
601333,广深铁路
601336,新华保险
601339,百隆东方
601360,三六零
601369,陕鼓动力
601375,中原证券
601377,兴业证券
601390,中国中铁
601398,工商银行
601399,国机重装
601456,国联民生
601512,中新集团
601519,大智慧
601555,东吴证券
601567,三星电气
601568,北元化工
601577,长沙银行
601598,中国外运
601600,中国铝业
601601,中国太保
601606,长城军工
601607,上海医药
601608,中信重工
601609,金田股份
601611,中国核建
601615,明阳智能
601618,中国中冶
601619,嘉泽新能
601628,中国人寿
601633,长城汽车
601636,旗滨集团
601658,邮储银行
601665,齐鲁银行
601666,平煤股份
601668,中国建筑
601669,中国电建
601677,明泰铝业
601678,滨化股份
601688,华泰证券
601689,拓普集团
601696,中银证券
601698,中国卫通
601699,潞安环能
601702,华峰铝业
601717,中创智领
601727,上海电气
601728,中国电信
601766,中国中车
601777,千里科技
601778,晶科科技
601788,光大证券
601799,星宇股份
601800,中国交建
601801,皖新传媒
601808,中海油服
601811,新华文轩
601816,京沪高铁
601818,光大银行
601825,沪农商行
601827,三峰环境
601828,美凯龙
601838,成都银行
601857,中国石油
601858,中国科传
601865,福莱特
601866,中远海发
601868,中国能建
601869,长飞光纤
601872,招商轮船
601877,正泰电器
601878,浙商证券
601880,辽港股份
601881,中国银河
601882,海天精工
601886,江河集团
601888,中国中免
601898,中煤能源
601899,紫金矿业
601900,南方传媒
601901,方正证券
601916,浙商银行
601918,新集能源
601919,中远海控
601921,浙版传媒
601928,凤凰传媒
601929,吉视传媒
601933,永辉超市
601939,建设银行
601952,苏垦农发
601958,金钼股份
601963,重庆银行
601965,中国汽研
601966,玲珑轮胎
601969,海南矿业
601975,XD招商南
601985,中国核电
601988,中国银行
601990,南京证券
601991,大唐发电
601992,金隅集团
601995,中金公司
601997,贵阳银行
601998,中信银行
603000,人民网
603002,宏昌电子
603005,晶方科技
603009,北特科技
603011,合锻智能
603014,威高血净
603019,中科曙光
603025,大豪科技
603026,石大胜华
603027,千禾味业
603031,安孚科技
603033,三维股份
603039,泛微网络
603040,新坐标
603049,中策橡胶
603052,可川科技
603057,紫燕食品
603061,金海通
603063,禾望电气
603067,振华股份
603075,热威股份
603077,和邦生物
603078,江化微
603083,剑桥科技
603087,甘李药业
603092,德力佳
603093,南华期货
603099,长白山
603103,横店影视
603112,华翔股份
603115,海星股份
603118,共进股份
603119,浙江荣泰
603124,江南新材
603125,常青科技
603127,昭衍新药
603129,春风动力
603132,金徽股份
603156,养元饮品
603160,汇顶科技
603162,海通发展
603163,圣晖集成
603169,兰石重装
603171,税友股份
603175,超颖电子
603179,新泉股份
603185,弘元绿能
603186,华正新材
603194,中力股份
603195,公牛集团
603196,璞源材料
603198,迎驾贡酒
603202,天有为
603203,快克智能
603218,日月股份
603220,中贝通信
603225,新凤鸣
603226,菲林格尔
603228,景旺电子
603233,大参林
603235,天新药业
603236,移远通信
603248,锡华科技
603256,宏和科技
603259,药明康德
603260,合盛硅业
603262,技源集团
603267,鸿远电子
603268,松发股份
603281,江瀚新材
603283,赛腾股份
603288,海天味业
603290,斯达半导
603296,华勤技术
603297,永新光学
603298,杭叉集团
603300,海南华铁
603301,振德医疗
603303,得邦照明
603305,旭升集团
